legacy_file,disposition,native_authority_or_reason
AvorionLike/Core/Voxel/ShipStatsSyncSystem.cs,NATIVE_REPLACED,engine/ships + ship_editor + StructuralIntegrity + ShipStats
AvorionLike/Core/Voxel/StructuralIntegritySystem.cs,NATIVE_REPLACED,engine/ships + ship_editor + StructuralIntegrity + ShipStats
AvorionLike/Core/Voxel/VoxelBlock.cs,NATIVE_REPLACED,engine/ships + ship_editor + StructuralIntegrity + ShipStats
AvorionLike/Core/Voxel/VoxelStructureComponent.cs,NATIVE_REPLACED,engine/ships + ship_editor + StructuralIntegrity + ShipStats
AvorionLike/Examples/AIShipGenerationExample.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/AISystemExample.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/CohesiveShipGenerationExample.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/CohesiveShipGenerationTests.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/EVEFactionShipPVEExample.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/EVEInspiredMechanicsExample.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/EnhancedGenerationExample.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/IndustrialMiningShipShowcase.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/IndustrialMiningShipTests.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/IntegrationTest.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/MeshRenderingExample.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/ModularShipExample.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/ModularShipSystemIntegrationTest.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/ModularShipWorldIntegrationTest.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/MovementAndShapeTests.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/NewModularShipExample.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/ProceduralGenerationExample.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/RenderingModeDemo.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/ShipGenerationExample.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/ShipRefinementTest.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/ShipShowcaseExample.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/SmallShipModulesTest.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/SpaceExplorationExample.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/TestBlockShapeVariety.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/TestShipConnectivity.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/TestShipShapes.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/UlyssesShipExample.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/VisualEnhancementsTest.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Examples/WorldGenerationShowcase.cs,REFERENCE_ONLY,Historical examples; not shipping runtime
AvorionLike/Program.cs,NATIVE_REPLACED,engine/native C++ runtime
AvorionLike/UlyssesStarterFactory.cs,SUPERSEDED_CURRENT_DESIGN,native Subspace-owned systems
